datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
7/30/2024 11:00:00 AM,7/30/2024 7:00:00 AM,MIDATL,93.422
7/30/2024 10:00:00 AM,7/30/2024 6:00:00 AM,MIDATL,99.710
7/30/2024 9:00:00 AM,7/30/2024 5:00:00 AM,MIDATL,144.386
7/30/2024 8:00:00 AM,7/30/2024 4:00:00 AM,MIDATL,151.943
7/30/2024 7:00:00 AM,7/30/2024 3:00:00 AM,MIDATL,167.922
7/30/2024 6:00:00 AM,7/30/2024 2:00:00 AM,MIDATL,196.587
7/30/2024 5:00:00 AM,7/30/2024 1:00:00 AM,MIDATL,191.009
7/30/2024 4:00:00 AM,7/30/2024 12:00:00 AM,MIDATL,202.886
7/30/2024 3:00:00 AM,7/29/2024 11:00:00 PM,MIDATL,230.106
7/30/2024 2:00:00 AM,7/29/2024 10:00:00 PM,MIDATL,220.813
7/30/2024 1:00:00 AM,7/29/2024 9:00:00 PM,MIDATL,144.822
7/30/2024 12:00:00 AM,7/29/2024 8:00:00 PM,MIDATL,97.678
7/29/2024 11:00:00 PM,7/29/2024 7:00:00 PM,MIDATL,80.855
7/29/2024 10:00:00 PM,7/29/2024 6:00:00 PM,MIDATL,129.719
7/29/2024 9:00:00 PM,7/29/2024 5:00:00 PM,MIDATL,81.712
7/29/2024 8:00:00 PM,7/29/2024 4:00:00 PM,MIDATL,50.122
7/29/2024 7:00:00 PM,7/29/2024 3:00:00 PM,MIDATL,45.414
7/29/2024 6:00:00 PM,7/29/2024 2:00:00 PM,MIDATL,26.531
7/29/2024 5:00:00 PM,7/29/2024 1:00:00 PM,MIDATL,20.817
7/29/2024 4:00:00 PM,7/29/2024 12:00:00 PM,MIDATL,10.005
7/29/2024 3:00:00 PM,7/29/2024 11:00:00 AM,MIDATL,2.128
7/29/2024 2:00:00 PM,7/29/2024 10:00:00 AM,MIDATL,0.929
7/29/2024 1:00:00 PM,7/29/2024 9:00:00 AM,MIDATL,8.331
7/29/2024 12:00:00 PM,7/29/2024 8:00:00 AM,MIDATL,42.114
7/29/2024 11:00:00 AM,7/29/2024 7:00:00 AM,MIDATL,103.301
7/29/2024 10:00:00 AM,7/29/2024 6:00:00 AM,MIDATL,118.461
7/29/2024 9:00:00 AM,7/29/2024 5:00:00 AM,MIDATL,88.618
7/29/2024 8:00:00 AM,7/29/2024 4:00:00 AM,MIDATL,69.685
7/29/2024 7:00:00 AM,7/29/2024 3:00:00 AM,MIDATL,67.142
7/29/2024 6:00:00 AM,7/29/2024 2:00:00 AM,MIDATL,112.849
7/29/2024 5:00:00 AM,7/29/2024 1:00:00 AM,MIDATL,127.808
7/29/2024 4:00:00 AM,7/29/2024 12:00:00 AM,MIDATL,94.914
7/29/2024 3:00:00 AM,7/28/2024 11:00:00 PM,MIDATL,96.260
7/29/2024 2:00:00 AM,7/28/2024 10:00:00 PM,MIDATL,93.547
7/29/2024 1:00:00 AM,7/28/2024 9:00:00 PM,MIDATL,87.847
7/29/2024 12:00:00 AM,7/28/2024 8:00:00 PM,MIDATL,61.005
7/28/2024 11:00:00 PM,7/28/2024 7:00:00 PM,MIDATL,25.179
7/28/2024 10:00:00 PM,7/28/2024 6:00:00 PM,MIDATL,14.555
7/28/2024 9:00:00 PM,7/28/2024 5:00:00 PM,MIDATL,5.743
7/28/2024 8:00:00 PM,7/28/2024 4:00:00 PM,MIDATL,3.070
7/28/2024 7:00:00 PM,7/28/2024 3:00:00 PM,MIDATL,0.688
7/28/2024 6:00:00 PM,7/28/2024 2:00:00 PM,MIDATL,0.668
7/28/2024 5:00:00 PM,7/28/2024 1:00:00 PM,MIDATL,1.757
7/28/2024 4:00:00 PM,7/28/2024 12:00:00 PM,MIDATL,3.806
7/28/2024 3:00:00 PM,7/28/2024 11:00:00 AM,MIDATL,-3.246
7/28/2024 2:00:00 PM,7/28/2024 10:00:00 AM,MIDATL,-3.504
7/28/2024 1:00:00 PM,7/28/2024 9:00:00 AM,MIDATL,-0.900
7/28/2024 12:00:00 PM,7/28/2024 8:00:00 AM,MIDATL,9.940
7/28/2024 11:00:00 AM,7/28/2024 7:00:00 AM,MIDATL,30.744
7/28/2024 10:00:00 AM,7/28/2024 6:00:00 AM,MIDATL,46.202
7/28/2024 9:00:00 AM,7/28/2024 5:00:00 AM,MIDATL,57.927
7/28/2024 8:00:00 AM,7/28/2024 4:00:00 AM,MIDATL,58.091
7/28/2024 7:00:00 AM,7/28/2024 3:00:00 AM,MIDATL,75.776
7/28/2024 6:00:00 AM,7/28/2024 2:00:00 AM,MIDATL,113.172
7/28/2024 5:00:00 AM,7/28/2024 1:00:00 AM,MIDATL,125.851
7/28/2024 4:00:00 AM,7/28/2024 12:00:00 AM,MIDATL,121.387
7/28/2024 3:00:00 AM,7/27/2024 11:00:00 PM,MIDATL,128.587
7/28/2024 2:00:00 AM,7/27/2024 10:00:00 PM,MIDATL,119.466
7/28/2024 1:00:00 AM,7/27/2024 9:00:00 PM,MIDATL,99.939
7/28/2024 12:00:00 AM,7/27/2024 8:00:00 PM,MIDATL,51.119
7/27/2024 11:00:00 PM,7/27/2024 7:00:00 PM,MIDATL,24.658
7/27/2024 10:00:00 PM,7/27/2024 6:00:00 PM,MIDATL,14.729
7/27/2024 9:00:00 PM,7/27/2024 5:00:00 PM,MIDATL,6.643
7/27/2024 8:00:00 PM,7/27/2024 4:00:00 PM,MIDATL,0.812
7/27/2024 7:00:00 PM,7/27/2024 3:00:00 PM,MIDATL,0.272
7/27/2024 6:00:00 PM,7/27/2024 2:00:00 PM,MIDATL,1.438
7/27/2024 5:00:00 PM,7/27/2024 1:00:00 PM,MIDATL,2.179
7/27/2024 4:00:00 PM,7/27/2024 12:00:00 PM,MIDATL,4.441
7/27/2024 3:00:00 PM,7/27/2024 11:00:00 AM,MIDATL,0.505
7/27/2024 2:00:00 PM,7/27/2024 10:00:00 AM,MIDATL,-2.230
7/27/2024 1:00:00 PM,7/27/2024 9:00:00 AM,MIDATL,-1.334
7/27/2024 12:00:00 PM,7/27/2024 8:00:00 AM,MIDATL,4.255
7/27/2024 11:00:00 AM,7/27/2024 7:00:00 AM,MIDATL,11.722
7/27/2024 10:00:00 AM,7/27/2024 6:00:00 AM,MIDATL,10.659
7/27/2024 9:00:00 AM,7/27/2024 5:00:00 AM,MIDATL,15.314
7/27/2024 8:00:00 AM,7/27/2024 4:00:00 AM,MIDATL,45.254
7/27/2024 7:00:00 AM,7/27/2024 3:00:00 AM,MIDATL,56.137
7/27/2024 6:00:00 AM,7/27/2024 2:00:00 AM,MIDATL,100.170
7/27/2024 5:00:00 AM,7/27/2024 1:00:00 AM,MIDATL,113.369
7/27/2024 4:00:00 AM,7/27/2024 12:00:00 AM,MIDATL,96.697
7/27/2024 3:00:00 AM,7/26/2024 11:00:00 PM,MIDATL,110.496
7/27/2024 2:00:00 AM,7/26/2024 10:00:00 PM,MIDATL,130.685
7/27/2024 1:00:00 AM,7/26/2024 9:00:00 PM,MIDATL,115.560
7/27/2024 12:00:00 AM,7/26/2024 8:00:00 PM,MIDATL,61.077
7/26/2024 11:00:00 PM,7/26/2024 7:00:00 PM,MIDATL,34.345
7/26/2024 10:00:00 PM,7/26/2024 6:00:00 PM,MIDATL,23.679
7/26/2024 9:00:00 PM,7/26/2024 5:00:00 PM,MIDATL,19.934
7/26/2024 8:00:00 PM,7/26/2024 4:00:00 PM,MIDATL,18.612
7/26/2024 7:00:00 PM,7/26/2024 3:00:00 PM,MIDATL,27.744
7/26/2024 6:00:00 PM,7/26/2024 2:00:00 PM,MIDATL,36.750
7/26/2024 5:00:00 PM,7/26/2024 1:00:00 PM,MIDATL,42.592
7/26/2024 4:00:00 PM,7/26/2024 12:00:00 PM,MIDATL,45.228
7/26/2024 3:00:00 PM,7/26/2024 11:00:00 AM,MIDATL,47.916
7/26/2024 2:00:00 PM,7/26/2024 10:00:00 AM,MIDATL,88.735
7/26/2024 1:00:00 PM,7/26/2024 9:00:00 AM,MIDATL,104.002
7/26/2024 12:00:00 PM,7/26/2024 8:00:00 AM,MIDATL,114.562
7/26/2024 11:00:00 AM,7/26/2024 7:00:00 AM,MIDATL,172.491
7/26/2024 10:00:00 AM,7/26/2024 6:00:00 AM,MIDATL,207.636
7/26/2024 9:00:00 AM,7/26/2024 5:00:00 AM,MIDATL,183.854
7/26/2024 8:00:00 AM,7/26/2024 4:00:00 AM,MIDATL,187.177
7/26/2024 7:00:00 AM,7/26/2024 3:00:00 AM,MIDATL,188.259
7/26/2024 6:00:00 AM,7/26/2024 2:00:00 AM,MIDATL,209.854
7/26/2024 5:00:00 AM,7/26/2024 1:00:00 AM,MIDATL,177.052
7/26/2024 4:00:00 AM,7/26/2024 12:00:00 AM,MIDATL,164.681
7/26/2024 3:00:00 AM,7/25/2024 11:00:00 PM,MIDATL,167.617
7/26/2024 2:00:00 AM,7/25/2024 10:00:00 PM,MIDATL,168.907
7/26/2024 1:00:00 AM,7/25/2024 9:00:00 PM,MIDATL,187.732
7/26/2024 12:00:00 AM,7/25/2024 8:00:00 PM,MIDATL,183.821
7/25/2024 11:00:00 PM,7/25/2024 7:00:00 PM,MIDATL,193.063
7/25/2024 10:00:00 PM,7/25/2024 6:00:00 PM,MIDATL,218.156
7/25/2024 9:00:00 PM,7/25/2024 5:00:00 PM,MIDATL,229.687
7/25/2024 8:00:00 PM,7/25/2024 4:00:00 PM,MIDATL,219.971
7/25/2024 7:00:00 PM,7/25/2024 3:00:00 PM,MIDATL,185.231
7/25/2024 6:00:00 PM,7/25/2024 2:00:00 PM,MIDATL,149.176
7/25/2024 5:00:00 PM,7/25/2024 1:00:00 PM,MIDATL,111.359
7/25/2024 4:00:00 PM,7/25/2024 12:00:00 PM,MIDATL,102.844
7/25/2024 3:00:00 PM,7/25/2024 11:00:00 AM,MIDATL,103.939
7/25/2024 2:00:00 PM,7/25/2024 10:00:00 AM,MIDATL,116.004
7/25/2024 1:00:00 PM,7/25/2024 9:00:00 AM,MIDATL,127.792
7/25/2024 12:00:00 PM,7/25/2024 8:00:00 AM,MIDATL,105.563
7/25/2024 11:00:00 AM,7/25/2024 7:00:00 AM,MIDATL,124.238
7/25/2024 10:00:00 AM,7/25/2024 6:00:00 AM,MIDATL,170.079
7/25/2024 9:00:00 AM,7/25/2024 5:00:00 AM,MIDATL,126.726
7/25/2024 8:00:00 AM,7/25/2024 4:00:00 AM,MIDATL,129.819
7/25/2024 7:00:00 AM,7/25/2024 3:00:00 AM,MIDATL,163.419
7/25/2024 6:00:00 AM,7/25/2024 2:00:00 AM,MIDATL,214.948
7/25/2024 5:00:00 AM,7/25/2024 1:00:00 AM,MIDATL,234.983
7/25/2024 4:00:00 AM,7/25/2024 12:00:00 AM,MIDATL,230.628
7/25/2024 3:00:00 AM,7/24/2024 11:00:00 PM,MIDATL,249.219
7/25/2024 2:00:00 AM,7/24/2024 10:00:00 PM,MIDATL,270.551
7/25/2024 1:00:00 AM,7/24/2024 9:00:00 PM,MIDATL,259.011
7/25/2024 12:00:00 AM,7/24/2024 8:00:00 PM,MIDATL,215.576
7/24/2024 11:00:00 PM,7/24/2024 7:00:00 PM,MIDATL,219.960
7/24/2024 10:00:00 PM,7/24/2024 6:00:00 PM,MIDATL,208.874
7/24/2024 9:00:00 PM,7/24/2024 5:00:00 PM,MIDATL,171.473
7/24/2024 8:00:00 PM,7/24/2024 4:00:00 PM,MIDATL,154.832
7/24/2024 7:00:00 PM,7/24/2024 3:00:00 PM,MIDATL,174.450
7/24/2024 6:00:00 PM,7/24/2024 2:00:00 PM,MIDATL,165.553
7/24/2024 5:00:00 PM,7/24/2024 1:00:00 PM,MIDATL,110.473
7/24/2024 4:00:00 PM,7/24/2024 12:00:00 PM,MIDATL,120.111
7/24/2024 3:00:00 PM,7/24/2024 11:00:00 AM,MIDATL,101.709
7/24/2024 2:00:00 PM,7/24/2024 10:00:00 AM,MIDATL,78.690
7/24/2024 1:00:00 PM,7/24/2024 9:00:00 AM,MIDATL,123.154
7/24/2024 12:00:00 PM,7/24/2024 8:00:00 AM,MIDATL,184.571
7/24/2024 11:00:00 AM,7/24/2024 7:00:00 AM,MIDATL,270.108
7/24/2024 10:00:00 AM,7/24/2024 6:00:00 AM,MIDATL,223.871
7/24/2024 9:00:00 AM,7/24/2024 5:00:00 AM,MIDATL,221.645
7/24/2024 8:00:00 AM,7/24/2024 4:00:00 AM,MIDATL,187.712
7/24/2024 7:00:00 AM,7/24/2024 3:00:00 AM,MIDATL,122.713
7/24/2024 6:00:00 AM,7/24/2024 2:00:00 AM,MIDATL,120.304
7/24/2024 5:00:00 AM,7/24/2024 1:00:00 AM,MIDATL,178.434
7/24/2024 4:00:00 AM,7/24/2024 12:00:00 AM,MIDATL,170.210
7/24/2024 3:00:00 AM,7/23/2024 11:00:00 PM,MIDATL,152.570
7/24/2024 2:00:00 AM,7/23/2024 10:00:00 PM,MIDATL,121.603
7/24/2024 1:00:00 AM,7/23/2024 9:00:00 PM,MIDATL,90.651
7/24/2024 12:00:00 AM,7/23/2024 8:00:00 PM,MIDATL,56.183
7/23/2024 11:00:00 PM,7/23/2024 7:00:00 PM,MIDATL,18.110
7/23/2024 10:00:00 PM,7/23/2024 6:00:00 PM,MIDATL,4.820
7/23/2024 9:00:00 PM,7/23/2024 5:00:00 PM,MIDATL,5.714
7/23/2024 8:00:00 PM,7/23/2024 4:00:00 PM,MIDATL,-0.102
7/23/2024 7:00:00 PM,7/23/2024 3:00:00 PM,MIDATL,-3.331
7/23/2024 6:00:00 PM,7/23/2024 2:00:00 PM,MIDATL,-2.759
7/23/2024 5:00:00 PM,7/23/2024 1:00:00 PM,MIDATL,-1.071
7/23/2024 4:00:00 PM,7/23/2024 12:00:00 PM,MIDATL,7.781
7/23/2024 3:00:00 PM,7/23/2024 11:00:00 AM,MIDATL,20.412
7/23/2024 2:00:00 PM,7/23/2024 10:00:00 AM,MIDATL,52.007
7/23/2024 1:00:00 PM,7/23/2024 9:00:00 AM,MIDATL,59.898
7/23/2024 12:00:00 PM,7/23/2024 8:00:00 AM,MIDATL,129.835
7/23/2024 11:00:00 AM,7/23/2024 7:00:00 AM,MIDATL,146.439
7/23/2024 10:00:00 AM,7/23/2024 6:00:00 AM,MIDATL,185.699
7/23/2024 9:00:00 AM,7/23/2024 5:00:00 AM,MIDATL,181.547
7/23/2024 8:00:00 AM,7/23/2024 4:00:00 AM,MIDATL,194.043
7/23/2024 7:00:00 AM,7/23/2024 3:00:00 AM,MIDATL,248.088
7/23/2024 6:00:00 AM,7/23/2024 2:00:00 AM,MIDATL,181.679
7/23/2024 5:00:00 AM,7/23/2024 1:00:00 AM,MIDATL,120.109
7/23/2024 4:00:00 AM,7/23/2024 12:00:00 AM,MIDATL,128.475
7/23/2024 3:00:00 AM,7/22/2024 11:00:00 PM,MIDATL,35.801
7/23/2024 2:00:00 AM,7/22/2024 10:00:00 PM,MIDATL,6.403
7/23/2024 1:00:00 AM,7/22/2024 9:00:00 PM,MIDATL,5.302
7/23/2024 12:00:00 AM,7/22/2024 8:00:00 PM,MIDATL,15.392
7/22/2024 11:00:00 PM,7/22/2024 7:00:00 PM,MIDATL,57.758
7/22/2024 10:00:00 PM,7/22/2024 6:00:00 PM,MIDATL,92.601
7/22/2024 9:00:00 PM,7/22/2024 5:00:00 PM,MIDATL,100.375
7/22/2024 8:00:00 PM,7/22/2024 4:00:00 PM,MIDATL,112.910
7/22/2024 7:00:00 PM,7/22/2024 3:00:00 PM,MIDATL,167.988
7/22/2024 6:00:00 PM,7/22/2024 2:00:00 PM,MIDATL,149.317
7/22/2024 5:00:00 PM,7/22/2024 1:00:00 PM,MIDATL,204.986
7/22/2024 4:00:00 PM,7/22/2024 12:00:00 PM,MIDATL,161.887
7/22/2024 3:00:00 PM,7/22/2024 11:00:00 AM,MIDATL,129.979
7/22/2024 2:00:00 PM,7/22/2024 10:00:00 AM,MIDATL,87.581
7/22/2024 1:00:00 PM,7/22/2024 9:00:00 AM,MIDATL,77.019
7/22/2024 12:00:00 PM,7/22/2024 8:00:00 AM,MIDATL,73.798
7/22/2024 11:00:00 AM,7/22/2024 7:00:00 AM,MIDATL,129.709
7/22/2024 10:00:00 AM,7/22/2024 6:00:00 AM,MIDATL,134.857
7/22/2024 9:00:00 AM,7/22/2024 5:00:00 AM,MIDATL,113.831
7/22/2024 8:00:00 AM,7/22/2024 4:00:00 AM,MIDATL,108.936
7/22/2024 7:00:00 AM,7/22/2024 3:00:00 AM,MIDATL,120.108
7/22/2024 6:00:00 AM,7/22/2024 2:00:00 AM,MIDATL,95.632
7/22/2024 5:00:00 AM,7/22/2024 1:00:00 AM,MIDATL,79.579
7/22/2024 4:00:00 AM,7/22/2024 12:00:00 AM,MIDATL,55.961
7/22/2024 3:00:00 AM,7/21/2024 11:00:00 PM,MIDATL,54.302
7/22/2024 2:00:00 AM,7/21/2024 10:00:00 PM,MIDATL,41.109
7/22/2024 1:00:00 AM,7/21/2024 9:00:00 PM,MIDATL,21.447
7/22/2024 12:00:00 AM,7/21/2024 8:00:00 PM,MIDATL,11.185
7/21/2024 11:00:00 PM,7/21/2024 7:00:00 PM,MIDATL,5.308
7/21/2024 10:00:00 PM,7/21/2024 6:00:00 PM,MIDATL,6.355
7/21/2024 9:00:00 PM,7/21/2024 5:00:00 PM,MIDATL,8.534
7/21/2024 8:00:00 PM,7/21/2024 4:00:00 PM,MIDATL,5.416
7/21/2024 7:00:00 PM,7/21/2024 3:00:00 PM,MIDATL,6.129
7/21/2024 6:00:00 PM,7/21/2024 2:00:00 PM,MIDATL,4.582
7/21/2024 5:00:00 PM,7/21/2024 1:00:00 PM,MIDATL,16.928
7/21/2024 4:00:00 PM,7/21/2024 12:00:00 PM,MIDATL,21.630
7/21/2024 3:00:00 PM,7/21/2024 11:00:00 AM,MIDATL,19.941
7/21/2024 2:00:00 PM,7/21/2024 10:00:00 AM,MIDATL,1.115
7/21/2024 1:00:00 PM,7/21/2024 9:00:00 AM,MIDATL,-2.005
7/21/2024 12:00:00 PM,7/21/2024 8:00:00 AM,MIDATL,2.701
7/21/2024 11:00:00 AM,7/21/2024 7:00:00 AM,MIDATL,18.072
7/21/2024 10:00:00 AM,7/21/2024 6:00:00 AM,MIDATL,21.384
7/21/2024 9:00:00 AM,7/21/2024 5:00:00 AM,MIDATL,23.540
7/21/2024 8:00:00 AM,7/21/2024 4:00:00 AM,MIDATL,36.811
7/21/2024 7:00:00 AM,7/21/2024 3:00:00 AM,MIDATL,17.262
7/21/2024 6:00:00 AM,7/21/2024 2:00:00 AM,MIDATL,36.390
7/21/2024 5:00:00 AM,7/21/2024 1:00:00 AM,MIDATL,44.152
7/21/2024 4:00:00 AM,7/21/2024 12:00:00 AM,MIDATL,48.529
7/21/2024 3:00:00 AM,7/20/2024 11:00:00 PM,MIDATL,69.250
7/21/2024 2:00:00 AM,7/20/2024 10:00:00 PM,MIDATL,93.565
7/21/2024 1:00:00 AM,7/20/2024 9:00:00 PM,MIDATL,87.480
7/21/2024 12:00:00 AM,7/20/2024 8:00:00 PM,MIDATL,93.829
7/20/2024 11:00:00 PM,7/20/2024 7:00:00 PM,MIDATL,62.231
7/20/2024 10:00:00 PM,7/20/2024 6:00:00 PM,MIDATL,56.166
7/20/2024 9:00:00 PM,7/20/2024 5:00:00 PM,MIDATL,52.362
7/20/2024 8:00:00 PM,7/20/2024 4:00:00 PM,MIDATL,98.617
7/20/2024 7:00:00 PM,7/20/2024 3:00:00 PM,MIDATL,44.272
7/20/2024 6:00:00 PM,7/20/2024 2:00:00 PM,MIDATL,23.886
7/20/2024 5:00:00 PM,7/20/2024 1:00:00 PM,MIDATL,18.990
7/20/2024 4:00:00 PM,7/20/2024 12:00:00 PM,MIDATL,41.091
7/20/2024 3:00:00 PM,7/20/2024 11:00:00 AM,MIDATL,52.211
7/20/2024 2:00:00 PM,7/20/2024 10:00:00 AM,MIDATL,42.489
7/20/2024 1:00:00 PM,7/20/2024 9:00:00 AM,MIDATL,43.298
7/20/2024 12:00:00 PM,7/20/2024 8:00:00 AM,MIDATL,59.566
7/20/2024 11:00:00 AM,7/20/2024 7:00:00 AM,MIDATL,127.672
7/20/2024 10:00:00 AM,7/20/2024 6:00:00 AM,MIDATL,171.857
7/20/2024 9:00:00 AM,7/20/2024 5:00:00 AM,MIDATL,181.455
7/20/2024 8:00:00 AM,7/20/2024 4:00:00 AM,MIDATL,174.994
7/20/2024 7:00:00 AM,7/20/2024 3:00:00 AM,MIDATL,139.855
7/20/2024 6:00:00 AM,7/20/2024 2:00:00 AM,MIDATL,100.151
7/20/2024 5:00:00 AM,7/20/2024 1:00:00 AM,MIDATL,74.549
7/20/2024 4:00:00 AM,7/20/2024 12:00:00 AM,MIDATL,70.128
7/20/2024 3:00:00 AM,7/19/2024 11:00:00 PM,MIDATL,39.731
7/20/2024 2:00:00 AM,7/19/2024 10:00:00 PM,MIDATL,11.043
7/20/2024 1:00:00 AM,7/19/2024 9:00:00 PM,MIDATL,1.520
7/20/2024 12:00:00 AM,7/19/2024 8:00:00 PM,MIDATL,-2.083
7/19/2024 11:00:00 PM,7/19/2024 7:00:00 PM,MIDATL,-0.274
7/19/2024 10:00:00 PM,7/19/2024 6:00:00 PM,MIDATL,1.777
7/19/2024 9:00:00 PM,7/19/2024 5:00:00 PM,MIDATL,9.268
7/19/2024 8:00:00 PM,7/19/2024 4:00:00 PM,MIDATL,20.795
7/19/2024 7:00:00 PM,7/19/2024 3:00:00 PM,MIDATL,18.884
7/19/2024 6:00:00 PM,7/19/2024 2:00:00 PM,MIDATL,7.439
7/19/2024 5:00:00 PM,7/19/2024 1:00:00 PM,MIDATL,3.101
7/19/2024 4:00:00 PM,7/19/2024 12:00:00 PM,MIDATL,3.261
7/19/2024 3:00:00 PM,7/19/2024 11:00:00 AM,MIDATL,-2.776
7/19/2024 2:00:00 PM,7/19/2024 10:00:00 AM,MIDATL,-3.937
7/19/2024 1:00:00 PM,7/19/2024 9:00:00 AM,MIDATL,0.048
7/19/2024 12:00:00 PM,7/19/2024 8:00:00 AM,MIDATL,8.446
7/19/2024 11:00:00 AM,7/19/2024 7:00:00 AM,MIDATL,34.276
7/19/2024 10:00:00 AM,7/19/2024 6:00:00 AM,MIDATL,62.620
7/19/2024 9:00:00 AM,7/19/2024 5:00:00 AM,MIDATL,64.253
7/19/2024 8:00:00 AM,7/19/2024 4:00:00 AM,MIDATL,75.883
7/19/2024 7:00:00 AM,7/19/2024 3:00:00 AM,MIDATL,101.878
7/19/2024 6:00:00 AM,7/19/2024 2:00:00 AM,MIDATL,125.992
7/19/2024 5:00:00 AM,7/19/2024 1:00:00 AM,MIDATL,159.538
7/19/2024 4:00:00 AM,7/19/2024 12:00:00 AM,MIDATL,189.358
7/19/2024 3:00:00 AM,7/18/2024 11:00:00 PM,MIDATL,207.521
7/19/2024 2:00:00 AM,7/18/2024 10:00:00 PM,MIDATL,199.119
7/19/2024 1:00:00 AM,7/18/2024 9:00:00 PM,MIDATL,179.186
7/19/2024 12:00:00 AM,7/18/2024 8:00:00 PM,MIDATL,149.726
7/18/2024 11:00:00 PM,7/18/2024 7:00:00 PM,MIDATL,168.745
7/18/2024 10:00:00 PM,7/18/2024 6:00:00 PM,MIDATL,180.296
7/18/2024 9:00:00 PM,7/18/2024 5:00:00 PM,MIDATL,161.622
7/18/2024 8:00:00 PM,7/18/2024 4:00:00 PM,MIDATL,152.092
7/18/2024 7:00:00 PM,7/18/2024 3:00:00 PM,MIDATL,152.682
7/18/2024 6:00:00 PM,7/18/2024 2:00:00 PM,MIDATL,125.757
7/18/2024 5:00:00 PM,7/18/2024 1:00:00 PM,MIDATL,72.722
7/18/2024 4:00:00 PM,7/18/2024 12:00:00 PM,MIDATL,44.162
7/18/2024 3:00:00 PM,7/18/2024 11:00:00 AM,MIDATL,36.205
7/18/2024 2:00:00 PM,7/18/2024 10:00:00 AM,MIDATL,45.538
7/18/2024 1:00:00 PM,7/18/2024 9:00:00 AM,MIDATL,87.499
7/18/2024 12:00:00 PM,7/18/2024 8:00:00 AM,MIDATL,140.056
7/18/2024 11:00:00 AM,7/18/2024 7:00:00 AM,MIDATL,181.276
7/18/2024 10:00:00 AM,7/18/2024 6:00:00 AM,MIDATL,195.032
7/18/2024 9:00:00 AM,7/18/2024 5:00:00 AM,MIDATL,249.286
7/18/2024 8:00:00 AM,7/18/2024 4:00:00 AM,MIDATL,263.867
7/18/2024 7:00:00 AM,7/18/2024 3:00:00 AM,MIDATL,239.329
7/18/2024 6:00:00 AM,7/18/2024 2:00:00 AM,MIDATL,205.819
7/18/2024 5:00:00 AM,7/18/2024 1:00:00 AM,MIDATL,135.037
7/18/2024 4:00:00 AM,7/18/2024 12:00:00 AM,MIDATL,107.930
7/18/2024 3:00:00 AM,7/17/2024 11:00:00 PM,MIDATL,98.811
7/18/2024 2:00:00 AM,7/17/2024 10:00:00 PM,MIDATL,86.694
7/18/2024 1:00:00 AM,7/17/2024 9:00:00 PM,MIDATL,27.947
7/18/2024 12:00:00 AM,7/17/2024 8:00:00 PM,MIDATL,25.398
7/17/2024 11:00:00 PM,7/17/2024 7:00:00 PM,MIDATL,128.891
7/17/2024 10:00:00 PM,7/17/2024 6:00:00 PM,MIDATL,351.649
7/17/2024 9:00:00 PM,7/17/2024 5:00:00 PM,MIDATL,296.518
7/17/2024 8:00:00 PM,7/17/2024 4:00:00 PM,MIDATL,210.803
7/17/2024 7:00:00 PM,7/17/2024 3:00:00 PM,MIDATL,144.681
7/17/2024 6:00:00 PM,7/17/2024 2:00:00 PM,MIDATL,125.761
7/17/2024 5:00:00 PM,7/17/2024 1:00:00 PM,MIDATL,107.441
7/17/2024 4:00:00 PM,7/17/2024 12:00:00 PM,MIDATL,93.188
7/17/2024 3:00:00 PM,7/17/2024 11:00:00 AM,MIDATL,78.617
7/17/2024 2:00:00 PM,7/17/2024 10:00:00 AM,MIDATL,66.923
7/17/2024 1:00:00 PM,7/17/2024 9:00:00 AM,MIDATL,80.722
7/17/2024 12:00:00 PM,7/17/2024 8:00:00 AM,MIDATL,134.795
7/17/2024 11:00:00 AM,7/17/2024 7:00:00 AM,MIDATL,213.826
7/17/2024 10:00:00 AM,7/17/2024 6:00:00 AM,MIDATL,291.255
7/17/2024 9:00:00 AM,7/17/2024 5:00:00 AM,MIDATL,283.577
7/17/2024 8:00:00 AM,7/17/2024 4:00:00 AM,MIDATL,276.492
7/17/2024 7:00:00 AM,7/17/2024 3:00:00 AM,MIDATL,265.371
7/17/2024 6:00:00 AM,7/17/2024 2:00:00 AM,MIDATL,261.443
7/17/2024 5:00:00 AM,7/17/2024 1:00:00 AM,MIDATL,174.385
7/17/2024 4:00:00 AM,7/17/2024 12:00:00 AM,MIDATL,212.225
7/17/2024 3:00:00 AM,7/16/2024 11:00:00 PM,MIDATL,287.323
7/17/2024 2:00:00 AM,7/16/2024 10:00:00 PM,MIDATL,305.843
7/17/2024 1:00:00 AM,7/16/2024 9:00:00 PM,MIDATL,316.865
7/17/2024 12:00:00 AM,7/16/2024 8:00:00 PM,MIDATL,249.917
7/16/2024 11:00:00 PM,7/16/2024 7:00:00 PM,MIDATL,339.988
7/16/2024 10:00:00 PM,7/16/2024 6:00:00 PM,MIDATL,392.255
7/16/2024 9:00:00 PM,7/16/2024 5:00:00 PM,MIDATL,450.871
7/16/2024 8:00:00 PM,7/16/2024 4:00:00 PM,MIDATL,586.301
7/16/2024 7:00:00 PM,7/16/2024 3:00:00 PM,MIDATL,644.656
7/16/2024 6:00:00 PM,7/16/2024 2:00:00 PM,MIDATL,747.063
7/16/2024 5:00:00 PM,7/16/2024 1:00:00 PM,MIDATL,764.699
7/16/2024 4:00:00 PM,7/16/2024 12:00:00 PM,MIDATL,695.793
